1	1	Álvaro Obregón
1	2	Azcapotzalco
1	3	Benito Juárez
1	4	Coyoacán
1	5	Cuajimalpa de Morelos
1	6	Cuauhtémoc
1	7	Gustavo A. Madero
1	8	Iztacalco
1	9	Iztapalapa
1	10	La Magdalena Contreras
1	11	Miguel Hidalgo
1	12	Milpa Alta
1	13	Tláhuac
1	14	Tlalpan
1	15	Venustiano Carranza
1	16	Xochimilco
2	1	Aguascalientes
2	2	San Francisco de los Romo
2	3	El Llano
2	4	Rincón de Romos
2	5	Cosío
2	6	San José de Gracia
2	7	Tepezalá
2	8	Pabellón de Arteaga
2	9	Asientos
2	10	Calvillo
2	11	Jesús María
3	1	Mexicali
3	2	Tecate
3	3	Tijuana
3	4	Playas de Rosarito
3	5	Ensenada
4	1	La Paz
4	2	Los Cabos
4	3	Comondú
4	4	Loreto
4	5	Mulegé
5	1	Campeche
5	2	Carmen
5	3	Palizada
5	4	Candelaria
5	5	Escárcega
5	6	Champotón
5	7	Hopelchén
5	8	Calakmul
5	9	Tenabo
5	10	Hecelchakán
5	11	Calkiní
6	1	Saltillo
6	2	Arteaga
6	3	Juárez
6	4	Progreso
6	5	Escobedo
6	6	San Buenaventura
6	7	Abasolo
6	8	Candela
6	9	Monclova
6	10	Frontera
6	11	Castaños
6	12	Ramos Arizpe
6	13	General Cepeda
6	14	Piedras Negras
6	15	Nava
6	16	Acuña
6	17	Múzquiz
6	18	Jiménez
6	19	Zaragoza
6	20	Morelos
6	21	Allende
6	22	Villa Unión
6	23	Guerrero
6	24	Hidalgo
6	25	San Juan de Sabinas
6	26	Sabinas
6	27	Torreón
6	28	Matamoros
6	29	Viesca
6	30	Ocampo
6	31	Nadadores
6	32	Sierra Mojada
6	33	Cuatro Ciénegas
6	34	Lamadrid
6	35	Sacramento
6	36	Francisco I. Madero
6	37	San Pedro
6	38	Parras
7	1	Colima
7	2	Tecomán
7	3	Manzanillo
7	4	Armería
7	5	Coquimatlán
7	6	Comala
7	7	Cuauhtémoc
7	8	Colima
7	9	Ixtlahuacán
7	10	Minatitlán
7	11	Manzanillo
7	12	Tecomán
7	13	Villa de Álvarez
8	1	Tuxtla Gutiérrez
8	2	San Fernando
8	3	Berriozábal
8	4	Ocozocoautla de Espinosa
8	5	Suchiapa
8	6	Chiapa de Corzo
8	7	Osumacinta
8	8	San Cristóbal de las Casas
8	9	Chamula
8	10	Ixtapa
8	11	Zinacantán
8	12	Acala
8	13	Chiapilla
8	14	San Lucas
8	15	Teopisca
8	16	Amatenango del Valle
8	17	Chanal
8	18	Oxchuc
8	19	Huixtán
8	20	Tenejapa
8	21	Mitontic
8	22	Reforma
8	23	Juárez
8	24	Pichucalco
8	25	Sunuapa
8	26	Ostuacán
8	27	Francisco León
8	28	Ixtacomitán
8	29	Solosuchiapa
8	30	Ixtapangajoya
8	31	Tecpatán
8	32	Copainalá
8	33	Chicoasén
8	34	Coapilla
8	35	Pantepec
8	36	Tapalapa
8	37	Ocotepec
8	38	Chapultenango
8	39	Amatán
8	40	Huitiupán
8	41	Ixhuatán
8	42	Tapilula
8	43	Rayón
8	44	Pueblo Nuevo Solistahuacán
8	45	Jitotol
8	46	Bochil
8	47	Soyaló
8	48	San Juan Cancuc
8	49	Sabanilla
8	50	Simojovel
8	51	San Andrés Duraznal
8	52	Simojovel
8	53	El Bosque
8	54	Chalchihuitán
8	55	Larráinzar
8	56	Santiago el Pinar
8	57	Chenalhó
8	58	Aldama
8	59	Pantelhó
8	60	Sitalá
8	61	Salto de Agua
8	62	Tila
8	63	Tumbalá
8	64	Yajalón
8	65	Ocosingo
8	66	Chilón
8	67	Ocosingo
8	68	Benemérito de las Américas
8	69	Marqués de Comillas
8	70	Palenque
8	71	La Libertad
8	72	Catazajá
8	73	Comitán de Domínguez
8	74	Tzimol
8	75	Chicomuselo
8	76	Bella Vista
8	77	Frontera Comalapa
8	78	La Trinitaria
8	79	La Independencia
8	80	Maravilla Tenejapa
8	81	Las Margaritas
8	82	Altamirano
8	83	Venustiano Carranza
8	84	Las Margaritas
8	85	Totolapa
8	86	Nicolás Ruíz
8	87	Las Rosas
8	88	La Concordia
8	89	Angel Albino Corzo
8	90	Montecristo de Guerrero
8	91	Angel Albino Corzo
8	92	Socoltenango
8	93	Cintalapa
8	94	Jiquipilas
8	95	Arriaga
8	96	Villaflores
8	97	Tonalá
8	98	Villa Corzo
8	99	Pijijiapan
8	100	Mapastepec
8	101	Acapetahua
8	102	Acacoyagua
8	103	Escuintla
8	104	Villa Comaltitlán
8	105	Huixtla
8	106	Mazatán
8	107	Huehuetán
8	108	Tuzantán
8	109	Tapachula
8	110	Suchiate
8	111	Frontera Hidalgo
8	112	Metapa
8	113	Tuxtla Chico
8	114	Unión Juárez
8	115	Cacahoatán
8	116	Motozintla
8	117	Mazapa de Madero
8	118	Amatenango de la Frontera
8	119	Bejucal de Ocampo
8	120	La Grandeza
8	121	El Porvenir
8	122	Siltepec
9	1	Chihuahua
9	2	Cuauhtémoc
9	3	Riva Palacio
9	4	Aquiles Serdán
9	5	Bachíniva
9	6	Guerrero
9	7	Nuevo Casas Grandes
9	8	Ascensión
9	9	Janos
9	10	Casas Grandes
9	11	Galeana
9	12	Buenaventura
9	13	Gómez Farías
9	14	Ignacio Zaragoza
9	15	Madera
9	16	Namiquipa
9	17	Temósachic
9	18	Matachí
9	19	Juárez
9	20	Guadalupe
9	21	Praxedis G. Guerrero
9	22	Ahumada
9	23	Coyame del Sotol
9	24	Ojinaga
9	25	Aldama
9	26	Julimes
9	27	Manuel Benavides
9	28	Delicias
9	29	Rosales
9	30	Meoqui
9	31	Dr. Belisario Domínguez
9	32	Satevó
9	33	San Francisco de Borja
9	34	Nonoava
9	35	Guachochi
9	36	Bocoyna
9	37	Cusihuiriachi
9	38	Gran Morelos
9	39	Santa Isabel
9	40	Carichí
9	41	Uruachi
9	42	Ocampo
9	43	Moris
9	44	Chínipas
9	45	Maguarichi
9	46	Guazapares
9	47	Batopilas
9	48	Urique
9	49	Morelos
9	50	Guadalupe y Calvo
9	51	San Francisco del Oro
9	52	Rosario
9	53	Huejotitán
9	54	El Tule
9	55	Balleza
9	56	Santa Bárbara
9	57	Camargo
9	58	Saucillo
9	59	Valle de Zaragoza
9	60	La Cruz
9	61	San Francisco de Conchos
9	62	Hidalgo del Parral
9	63	Allende
9	64	López
9	65	Matamoros
9	66	Jiménez
9	67	Coronado
10	1	Durango
10	2	Canatlán
10	3	Nuevo Ideal
10	4	Coneto de Comonfort
10	5	San Juan del Río
10	6	Canelas
10	7	Topia
10	8	Tamazula
10	9	Santiago Papasquiaro
10	10	Otáez
10	11	San Dimas
10	12	Guadalupe Victoria
10	13	Peñón Blanco
10	14	Pánuco de Coronado
10	15	Poanas
10	16	Nombre de Dios
10	17	Vicente Guerrero
10	18	Súchil
10	19	Pueblo Nuevo
10	20	Mezquital
10	21	Gómez Palacio
10	22	Lerdo
10	23	Mapimí
10	24	Tlahualilo
10	25	Hidalgo
10	26	Ocampo
10	27	Guanaceví
10	28	San Bernardo
10	29	Indé
10	30	San Pedro del Gallo
10	31	Tepehuanes
10	32	El Oro
10	33	Nazas
10	34	San Luis del Cordero
10	35	Rodeo
10	36	Cuencamé
10	37	Santa Clara
10	38	San Juan de Guadalupe
10	39	General Simón Bolívar
11	1	Guanajuato
11	2	Romita
11	3	Silao de la Victoria
11	4	Purísima del Rincón
11	5	San Francisco del Rincón
11	6	Manuel Doblado
11	7	Irapuato
11	8	Salamanca
11	9	Pueblo Nuevo
11	10	Pénjamo
11	11	Cuerámaro
11	12	Abasolo
11	13	Huanímaro
11	14	San Felipe
11	15	Ocampo
11	16	León
11	17	Dolores Hidalgo Cuna de la Independencia Nacional
11	18	San Diego de la Unión
11	19	San Miguel de Allende
11	20	San Luis de la Paz
11	21	Victoria
11	22	Xichú
11	23	Atarjea
11	24	Santa Catarina
11	25	Doctor Mora
11	26	Tierra Blanca
11	27	San José Iturbide
11	28	Celaya
11	29	Apaseo el Grande
11	30	Comonfort
11	31	Santa Cruz de Juventino Rosas
11	32	Villagrán
11	33	Cortazar
11	34	Valle de Santiago
11	35	Jaral del Progreso
11	36	Apaseo el Alto
11	37	Jerécuaro
11	38	Coroneo
11	39	Tarimoro
11	40	Acámbaro
11	41	Tarandacuao
11	42	Salvatierra
11	43	Yuriria
11	44	Santiago Maravatío
11	45	Uriangato
11	46	Moroleón
12	1	Chilpancingo de los Bravo
12	2	General Heliodoro Castillo
12	3	Leonardo Bravo
12	4	Tixtla de Guerrero
12	5	Ayutla de los Libres
12	6	Mochitlán
12	7	Quechultenango
12	8	Tecoanapa
12	9	Acapulco de Juárez
12	10	Juan R. Escudero
12	11	San Marcos
12	12	Iguala de la Independencia
12	13	Huitzuco de los Figueroa
12	14	Tepecoacuilco de Trujano
12	15	Eduardo Neri
12	16	Taxco de Alarcón
12	17	Buenavista de Cuéllar
12	18	Tetipac
12	19	Pilcaya
12	20	Teloloapan
12	21	Ixcateopan de Cuauhtémoc
12	22	Pedro Ascencio Alquisiras
12	23	General Canuto A. Neri
12	24	Arcelia
12	25	Apaxtla
12	26	Cuetzala del Progreso
12	27	Cocula
12	28	Tlapehuala
12	29	Cutzamala de Pinzón
12	30	Pungarabato
12	31	Tlalchapa
12	32	Coyuca de Catalán
12	33	Ajuchitlán del Progreso
12	34	Zirándaro
12	35	San Miguel Totolapan
12	36	La Unión de Isidoro Montes de Oca
12	37	Petatlán
12	38	Coahuayutla de José María Izazaga
12	39	Zihuatanejo de Azueta
12	40	Técpan de Galeana
12	41	Atoyac de Álvarez
12	42	Benito Juárez
12	43	Coyuca de Benítez
12	44	Olinalá
12	45	Atenango del Río
12	46	Copalillo
12	47	Cualác
12	48	Chilapa de Álvarez
12	49	José Joaquín de Herrera
12	50	Ahuacuotzingo
12	51	Zitlala
12	52	Mártir de Cuilapan
12	53	Huamuxtitlán
12	54	Xochihuehuetlán
12	55	Alpoyeca
12	56	Tlapa de Comonfort
12	57	Tlalixtaquilla de Maldonado
12	58	Xalpatláhuac
12	59	Zapotitlán Tablas
12	60	Acatepec
12	61	Atlixtac
12	62	Copanatoyac
12	63	Malinaltepec
12	64	Iliatenco
12	65	Tlacoapa
12	66	Atlamajalcingo del Monte
12	67	San Luis Acatlán
12	68	Metlatónoc
12	69	Cochoapa el Grande
12	70	Alcozauca de Guerrero
12	71	Ometepec
12	72	Tlacoachistlahuaca
12	73	Xochistlahuaca
12	74	Florencio Villarreal
12	75	Cuautepec
12	76	Copala
12	77	Azoyú
12	78	Juchitán
12	79	Marquelia
12	80	Cuajinicuilapa
12	81	Igualapa
13	1	Pachuca de Soto
13	2	Mineral del Chico
13	3	Mineral del Monte
13	4	Ajacuba
13	5	San Agustín Tlaxiaca
13	6	Mineral de la Reforma
13	7	Zapotlán de Juárez
13	8	Jacala de Ledezma
13	9	Pisaflores
13	10	Pacula
13	11	La Misión
13	12	Chapulhuacán
13	13	Ixmiquilpan
13	14	Zimapán
13	15	Nicolás Flores
13	16	Cardonal
13	17	Tasquillo
13	18	Alfajayucan
13	19	Huichapan
13	20	Tecozautla
13	21	Nopala de Villagrán
13	22	Actopan
13	23	Santiago de Anaya
13	24	San Salvador
13	25	Francisco I. Madero
13	26	El Arenal
13	27	Mixquiahuala de Juárez
13	28	Progreso de Obregón
13	29	Chilcuautla
13	30	Tezontepec de Aldama
13	31	Tlahuelilpan
13	32	Tula de Allende
13	33	Tepeji del Río de Ocampo
13	34	Chapantongo
13	35	Tepetitlán
13	36	Tetepango
13	37	Tlaxcoapan
13	38	Atitalaquia
13	39	Atotonilco de Tula
13	40	Huejutla de Reyes
13	41	San Felipe Orizatlán
13	42	Jaltocán
13	43	Huautla
13	44	Atlapexco
13	45	Huazalingo
13	46	Yahualica
13	47	Xochiatipan
13	48	Molango de Escamilla
13	49	Tepehuacán de Guerrero
13	50	Lolotla
13	51	Tlanchinol
13	52	Tlahuiltepa
13	53	Juárez Hidalgo
13	54	Zacualtipán de Ángeles
13	55	Calnali
13	56	Xochicoatlán
13	57	Tianguistengo
13	58	Atotonilco el Grande
13	59	Eloxochitlán
13	60	Metztitlán
13	61	San Agustín Metzquititlán
13	62	Metepec
13	63	Huehuetla
13	64	San Bartolo Tutotepec
13	65	Agua Blanca de Iturbide
13	66	Tenango de Doria
13	67	Huasca de Ocampo
13	68	Acatlán
13	69	Omitlán de Juárez
13	70	Epazoyucan
13	71	Tulancingo de Bravo
13	72	Acaxochitlán
13	73	Cuautepec de Hinojosa
13	74	Santiago Tulantepec de Lugo Guerrero
13	75	Singuilucan
13	76	Tizayuca
13	77	Zempoala
13	78	Tolcayuca
13	79	Villa de Tezontepec
13	80	Apan
13	81	Tlanalapa
13	82	Almoloya
13	83	Emiliano Zapata
13	84	Tepeapulco
14	1	Guadalajara
14	2	Zapopan
14	3	San Cristóbal de la Barranca
14	4	Ixtlahuacán del Río
14	5	Tala
14	6	El Arenal
14	7	Amatitán
14	8	Tonalá
14	9	Zapotlanejo
14	10	Acatic
14	11	Cuquío
14	12	San Pedro Tlaquepaque
14	13	Tlajomulco de Zúñiga
14	14	El Salto
14	15	Acatlán de Juárez
14	16	Villa Corona
14	17	Zacoalco de Torres
14	18	Atemajac de Brizuela
14	19	Jocotepec
14	20	Ixtlahuacán de los Membrillos
14	21	Juanacatlán
14	22	Chapala
14	23	Poncitlán
14	24	Zapotlán del Rey
14	25	Huejuquilla el Alto
14	26	Mezquitic
14	27	Villa Guerrero
14	28	Bolaños
14	29	Totatiche
14	30	Colotlán
14	31	Santa María de los Ángeles
14	32	Huejúcar
14	33	Chimaltitán
14	34	San Martín de Bolaños
14	35	Tequila
14	36	Hostotipaquillo
14	37	Magdalena
14	38	Etzatlán
14	39	San Marcos
14	40	San Juanito de Escobedo
14	41	Ameca
14	42	Ahualulco de Mercado
14	43	Teuchitlán
14	44	San Martín Hidalgo
14	45	Guachinango
14	46	Mixtlán
14	47	Mascota
14	48	San Sebastián del Oeste
14	49	San Juan de los Lagos
14	50	Jalostotitlán
14	51	San Miguel el Alto
14	52	San Julián
14	53	Arandas
14	54	San Ignacio Cerro Gordo
14	55	Teocaltiche
14	56	Villa Hidalgo
14	57	Encarnación de Díaz
14	58	Yahualica de González Gallo
14	59	Mexticacán
14	60	Cañadas de Obregón
14	61	Valle de Guadalupe
14	62	Lagos de Moreno
14	63	Ojuelos de Jalisco
14	64	Unión de San Antonio
14	65	San Diego de Alejandría
14	66	Tepatitlán de Morelos
14	67	Tototlán
14	68	Atotonilco el Alto
14	69	Ocotlán
14	70	Jamay
14	71	La Barca
14	72	Ayotlán
14	73	Jesús María
14	74	Degollado
14	75	Unión de Tula
14	76	Ayutla
14	77	Atenguillo
14	78	Cuautla
14	79	Atengo
14	80	Talpa de Allende
14	81	Puerto Vallarta
14	82	Cabo Corrientes
14	83	Tomatlán
14	84	Cocula
14	85	Tecolotlán
14	86	Tenamaxtlán
14	87	Juchitlán
14	88	Chiquilistlán
14	89	Ejutla
14	90	El Limón
14	91	El Grullo
14	92	Tonaya
14	93	Tuxcacuesco
14	94	Villa Purificación
14	95	La Huerta
14	96	Autlán de Navarro
14	97	Casimiro Castillo
14	98	Cuautitlán de García Barragán
14	99	Cihuatlán
14	100	Zapotlán el Grande
14	101	Gómez Farías
14	102	Concepción de Buenos Aires
14	103	Atoyac
14	104	Techaluta de Montenegro
14	105	Teocuitatlán de Corona
14	106	Sayula
14	107	Tapalpa
14	108	Amacueca
14	109	Tizapán el Alto
14	110	Tuxcueca
14	111	La Manzanilla de la Paz
14	112	Mazamitla
14	113	Valle de Juárez
14	114	Quitupan
14	115	Zapotiltic
14	116	Tamazula de Gordiano
14	117	San Gabriel
14	118	Tolimán
14	119	Zapotitlán de Vadillo
14	120	Tuxpan
14	121	Tonila
14	122	Pihuamo
14	123	Tecalitlán
14	124	Jilotlán de los Dolores
14	125	Santa María del Oro
15	1	Toluca
15	2	Acambay de Ruíz Castañeda
15	3	Aculco
15	4	Temascalcingo
15	5	Atlacomulco
15	6	Timilpan
15	7	Morelos
15	8	El Oro
15	9	San José del Rincón
15	10	San Felipe del Progreso
15	11	Jocotitlán
15	12	Ixtlahuaca
15	13	Jiquipilco
15	14	Temoaya
15	15	Almoloya de Juárez
15	16	Villa Victoria
15	17	Villa de Allende
15	18	Donato Guerra
15	19	Ixtapan del Oro
15	20	Santo Tomás
15	21	Otzoloapan
15	22	Zacazonapan
15	23	Valle de Bravo
15	24	Amanalco
15	25	Temascaltepec
15	26	Zinacantepec
15	27	Tejupilco
15	28	Luvianos
15	29	San Simón de Guerrero
15	30	Amatepec
15	31	Tlatlaya
15	32	Sultepec
15	33	Texcaltitlán
15	34	Coatepec Harinas
15	35	Villa Guerrero
15	36	Zacualpan
15	37	Almoloya de Alquisiras
15	38	Ixtapan de la Sal
15	39	Tonatico
15	40	Zumpahuacán
15	41	Lerma
15	42	Xonacatlán
15	43	Otzolotepec
15	44	San Mateo Atenco
15	45	Metepec
15	46	Mexicaltzingo
15	47	Calimaya
15	48	Chapultepec
15	49	San Antonio la Isla
15	50	Tenango del Valle
15	51	Rayón
15	52	Joquicingo
15	53	Tenancingo
15	54	Malinalco
15	55	Ocuilan
15	56	Atizapán
15	57	Almoloya del Río
15	58	Texcalyacac
15	59	Tianguistenco
15	60	Xalatlaco
15	61	Capulhuac
15	62	Ocoyoacac
15	63	Huixquilucan
15	64	Atizapán de Zaragoza
15	65	Naucalpan de Juárez
15	66	Tlalnepantla de Baz
15	67	Polotitlán
15	68	Jilotepec
15	69	Soyaniquilpan de Juárez
15	70	Villa del Carbón
15	71	Chapa de Mota
15	72	Nicolás Romero
15	73	Isidro Fabela
15	74	Jilotzingo
15	75	Tepotzotlán
15	76	Coyotepec
15	77	Huehuetoca
15	78	Cuautitlán Izcalli
15	79	Teoloyucan
15	80	Cuautitlán
15	81	Melchor Ocampo
15	82	Tultitlán
15	83	Tultepec
15	84	Ecatepec de Morelos
15	85	Zumpango
15	86	Tequixquiac
15	87	Apaxco
15	88	Hueypoxtla
15	89	Coacalco de Berriozábal
15	90	Tecámac
15	91	Jaltenco
15	92	Tonanitla
15	93	Nextlalpan
15	94	Teotihuacán
15	95	San Martín de las Pirámides
15	96	Acolman
15	97	Otumba
15	98	Axapusco
15	99	Nopaltepec
15	100	Temascalapa
15	101	Tezoyuca
15	102	Chiautla
15	103	Papalotla
15	104	Tepetlaoxtoc
15	105	Texcoco
15	106	Chiconcuac
15	107	Atenco
15	108	Chimalhuacán
15	109	Chicoloapan
15	110	La Paz
15	111	Ixtapaluca
15	112	Chalco
15	113	Valle de Chalco Solidaridad
15	114	Temamatla
15	115	Cocotitlán
15	116	Tlalmanalco
15	117	Ayapango
15	118	Tenango del Aire
15	119	Ozumba
15	120	Juchitepec
15	121	Tepetlixpa
15	122	Amecameca
15	123	Atlautla
15	124	Ecatzingo
15	125	Nezahualcóyotl
16	1	Morelia
16	2	Huaniqueo
16	3	Coeneo
16	4	Quiroga
16	5	Tzintzuntzan
16	6	Lagunillas
16	7	Acuitzio
16	8	Madero
16	9	Puruándiro
16	10	José Sixto Verduzco
16	11	Angamacutiro
16	12	Panindícuaro
16	13	Zacapu
16	14	Tlazazalca
16	15	Purépero
16	16	Jiménez
16	17	Morelos
16	18	Huandacareo
16	19	Cuitzeo
16	20	Chucándiro
16	21	Copándaro
16	22	Tarímbaro
16	23	Santa Ana Maya
16	24	Álvaro Obregón
16	25	Zinapécuaro
16	26	Indaparapeo
16	27	Queréndaro
16	28	Sahuayo
16	29	Briseñas
16	30	Cojumatlán de Régules
16	31	Venustiano Carranza
16	32	Pajacuarán
16	33	Vista Hermosa
16	34	Tanhuato
16	35	Yurécuaro
16	36	Ixtlán
16	37	La Piedad
16	38	Numarán
16	39	Churintzio
16	40	Zináparo
16	41	Penjamillo
16	42	Marcos Castellanos
16	43	Jiquilpan
16	44	Villamar
16	45	Chavinda
16	46	Zamora
16	47	Ecuandureo
16	48	Tangancícuaro
16	49	Chilchota
16	50	Jacona
16	51	Tangamandapio
16	52	Cotija
16	53	Tocumbo
16	54	Tingüindín
16	55	Uruapan
16	56	Charapan
16	57	Paracho
16	58	Cherán
16	59	Nahuatzen
16	60	Tingambato
16	61	Los Reyes
16	62	Peribán
16	63	Tancítaro
16	64	Nuevo Parangaricutiro
16	65	Buenavista
16	66	Tepalcatepec
16	67	Aguililla
16	68	Apatzingán
16	69	Parácuaro
16	70	Coahuayana
16	71	Chinicuila
16	72	Coalcomán de Vázquez Pallares
16	73	Aquila
16	74	Tumbiscatío
16	75	Arteaga
16	76	Lázaro Cárdenas
16	77	Epitacio Huerta
16	78	Contepec
16	79	Tlalpujahua
16	80	Hidalgo
16	81	Maravatío
16	82	Irimbo
16	83	Senguio
16	84	Charo
16	85	Tzitzio
16	86	Tiquicheo de Nicolás Romero
16	87	Aporo
16	88	Angangueo
16	89	Tuxpan
16	90	Ocampo
16	91	Jungapeo
16	92	Zitácuaro
16	93	Tuzantla
16	94	Juárez
16	95	Susupuato
16	96	Pátzcuaro
16	97	Erongarícuaro
16	98	Huiramba
16	99	Tacámbaro
16	100	Turicato
16	101	Ziracuaretiro
16	102	Taretan
16	103	Gabriel Zamora
16	104	Nuevo Urecho
16	105	Múgica
16	106	Salvador Escalante
16	107	Ario
16	108	La Huacana
16	109	Churumuco
16	110	Nocupétaro
16	111	Carácuaro
16	112	Huetamo
16	113	San Lucas
17	1	Cuernavaca
17	2	Huitzilac
17	3	Tepoztlán
17	4	Tlalnepantla
17	5	Tlayacapan
17	6	Jiutepec
17	7	Temixco
17	8	Miacatlán
17	9	Coatlán del Río
17	10	Tetecala
17	11	Mazatepec
17	12	Amacuzac
17	13	Puente de Ixtla
17	14	Ayala
17	15	Yautepec
17	16	Cuautla
17	17	Emiliano Zapata
17	18	Tlaltizapán de Zapata
17	19	Zacatepec
17	20	Xochitepec
17	21	Tetela del Volcán
17	22	Yecapixtla
